fonte,id_fonte,url,titulo,ano,autores,citacoes,doi,resumo,idioma,conceitos,veiculo,eixo_tematico,coleta_timestamp,query_utilizada
IFAM,oai:localhost:4321/432,,Vade Mecum educacional: atividade fim ensino nos Institutos Federais,2020,"Neves, Luciano Oliveira Azevedo",0,"NEVES, Luciano Oliveira Azevedo; NASCIMENTO-E-SILVA, Daniel. Vade Mecum educacional:  atividade fim: ensino dos Institutos Federais. 2019. Produto educacional. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2019.","Federal Institutes of Education (FIs) have a public character, which means that they are
governed by general and specific legislation. Laws are often difficult to understand by
education actors, such as teachers, technicians and managers. And with an aggravating
factor: they are dispersed, making knowledge and handling even more difficult to
support many educational actions and decisions. In this sense, this study aimed to create
the Vade Mecum Educacional, which is the compilation and detailing of all national
laws regarding teaching activities, with special emphasis on those developed by the FIs.
He used the scientific-technological method, which is characterized by the generation
of guiding questions, followed by the collection and organization of laws, stages that
configure the scientific part of the method; then the laws were modeled around a Vade
Mecum prototype, whose functionality and effectiveness were tested with evaluations
by professionals from the teaching area of the Federal Institute of Amazonas (IFAM),
and recommendations for improvement were made and submitted to a new evaluation.
, configuring the tested and approved final product. The final product consists of a
chronological index of the legislation on education, a list of abbreviations and acronyms,
49 constitutional provisions, 9 ordinary laws, an IFAM normative resolution, a technical
glossary and an alphabetical and remissive index of the legislation. The conclusion
shows that the use of the product in the teaching activities of the FIs will provide more
technical and legal security both in its planning and execution and in the managerial
decision-making process. The contribution of this study to the area of professional and
technological education is to guarantee a reliable and updated legal support so that
professionals can develop their activities safely and without temerity.",por,Educação profissional;Ensino - atividade fim;Ensino - legislação;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,inovacao_instituto_publico,2026-09-02T19:45:47,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/470,,Formação continuada de pedagogos da educação profissional e tecnológica,2020,"Pinheiro, Luciene de Almeida Barros",0,"PINHEIRO, Luciene de Almeida Barros; SOUZA, Ana Cláudia Ribeiro de. Formação continuada de pedagogos da Educação Profissional e Tecnológica. 2018. Produto educacional (Mestrado Profissional em Ensino Tecnológico) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2018.","This training process, called “Continuing education of pedagogues of Professional and Technological Education”, aims to promote the continuing education of pedagogues of the Federal Institutes of Education, considering the performance of these profissionals in the continuing training of teachers of Vocational and Technological Education. This process takes place during the course of 05 (five) face-to-face meetings, in the work environment and aims to provide pedagogues in service moments of reflection leaming about professional performance in the context of Professional and Technological Education, leading them to a reflexive knowledge of a self-assessment and the re-signification of some practices. Thus, contributing to the formation of proactive professionals, who can act as collaborators in the development of quality teaching, through a critical and investigative posture facing the challenges to be faced in their daily lives.",por,Educação profissional e tecnológica;Desenvolvimento profissional;Formação continuada;Pedagogo;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,inovacao_instituto_publico,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/474,,Extensão no Instituto Federal do Amazonas: PIBEX e as contribuições formativas,2020,"Peres, Aline Neves",0,"PERES, Aline Neves; ARIDE, Paulo Henrique Rocha. Extensão no Instituto Federal do Amazonas: PIBEX e as contribuições formativas. 2020. Produto educacional. 2020 (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","This is an educacional product made from dissertation “Extension in Technical-Professional Education Secondary School at Federal Institute of Amazonas: Integral Human Formation and Social Reflection” of the Master's degree Programme in Technological and Professional Education – PROFEPT. This is a digital booklet that brings conceptual informations about the extension and their implementation ways at Federal Institute of Amazonas with a focus on the Program for extension scholarships (PIBEX), and emphasizes about the aspect of human formation that guides the Federal Institutes. The product belongs to the education area and has as target audience teachers. Through the reading of material we intend to build reflections to participation on the extension activities and development of projects with students from the technical-professional education based on the contributory aspects present in these activities. Besides to include reflections about local reality points, research and the possibilities that appear from the different thematic areas to the creation of new ideas.",por,Contribuição social;Extensão;Formação Humana Integral;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,inovacao_instituto_publico,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/490,,O pedagogo na efetivação do currículo integrado na educação profissional e tecnológica de nível médio (EPTNM).,2020,"Memória, Francilene da Silva",0,"MEMÓRIA, Francilene da Silva. O pedagogo na efetivação do currículo integrado na educação profissional e tecnológica de nível médio (EPTNM). 2020. 146 f. Dissertação. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","The study emerged from the inquiries concerning the practice of the pedagogue in the scope of the Federal Institutes, concerning the effectiveness of the Integrated Curriculum in the EPTNM. The research is nucleated in Line 02 of the Professional Master in Professional and Technological Education - ""Organization and Memories of Educational Spaces in EFA"" and is linked to macro-project 06 - ""Organization of Educational Spaces in EFA"". The problem raised in the research was: What are the main conceptions of the pedagogues in front of the effectiveness of the Integrated Curriculum in the EPTNM in the scope of the Federal Institute of Amazonas (IFAM) Campus East Zone (CMZL)? The general objective of this work was to investigate the activity of the pedagogue in the implementation of the Integrated Curriculum at the Federal Institute of Education, Science and Technology of the Amazonas Campus East Zone (IFAM-CMZL) which has as specific objectives: To discuss the principles of the Integrated Curriculum at the EPTNM; To identify the conceptions of the Integrated Curriculum present in the pedagogical work of the pedagogue at the EPTNM and; To propose the construction of an informative guide that deals with the pedagogical work of the pedagogue in the implementation of the Integrated Curriculum at the EPTNM. They composed the sample universe of the research 04 (four) subjects: 03 (three) pedagogues working in the Integrated High School and 01 (one) pedagogues working in Proeja. As a research strategy, the case study was used. The observation associated with the semi-structured interview was applied as a data collection instrument. All the statements, transcribed from the interviews, were submitted to content analysis: pre-analysis, exploration of the material, and treatment of the results (BARDIN, 2009). The results obtained were supported by a concise theoretical basis with the theme worked on: Saviani (1994; 2007); Moura (2007); Ramos (2008; 2011; 2014), among others. The results indicated that the pedagogue is inserted as an agglutinating agent in the teaching and learning process, since its dynamics, organization, means, and objectives are built from real contexts, many times escaping from its control or desire, due to the simple fact of the multiple dimensions that the pedagogical act demands. Those researched recognize themselves in the process of implementing the Integrated Curriculum and see limitations in the implementation of new ideas, in the face of immediate realities that arise in the school environment. However, the subjects of the research understand the importance of their action in the educational processes, mainly to help teachers, from the articulation of contents, methods, and techniques, to the transposition of real teaching and learning situations. The need for curricular and formative updating, within the training centers, as well as in the labor scope of this professional, given the changes inherent to EFA, is also highlighted. As an unfolding of the research, an educational product was built, in the format of the Guide ""Paths to Effective Integrated Curriculum in Professional and Technological High School Education (EPTNM): The Importance of the Pedagogue"", which has the function of indicating alternatives for the effectiveness of the Integrated Curriculum, having as a focus pedagogues acting in the RFEPT and related professionals.",por,Integração Curricular;Educação Integral.;Formação Humana e Integral;Educação Profissional e Tecnológica;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,inovacao_instituto_publico,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/494,,A educação profissional tecnológica como ação pública promotora da formação humana integral e da inclusão de jovens em risco social no mundo do trabalho,2020,"Silva, José Barbosa da",0,"SILVA, José Barbosa da. A educação profissional tecnológica como ação pública promotora da formação humana integral e da inclusão de jovens em risco social no mundo do trabalho. 2020. 140 f. Dissertação. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","This research was developed during the Professional Master in Professional and Technological Education - ProfEPT whose theme deals with Professional Technological Education as a public action that promotes integral human formation and the inclusion of young people at social risk in the world of work, with the main focus of the research the professional carpentry course, promoted by the José Cornélio Professional Training Project, carried out by the Municipal Social Development Secretariat, SEMDES, in the Municipality of Óbidos, State of Pará. In this sense, the general objective of the research is to analyze the conceptions of work and professional training present in that course and its contribution to the process of social inclusion of young people at social risk in the world of work and in preparing for life. The research methodology followed the methodological assumptions of a case study in a qualitative perspective, which includes the development of bibliographic research and field research. Concerning bibliographic research, a survey of works and authors dealing with the topic was carried out. In field research, data collection techniques were participant observation, open and semi-open interviews and document analysis. As a data collection instrument, structured and semi-structured questionnaires and conversation circles were used, which were recorded. The research followed the philosophical approach of materialism-historical-dialectic, because this conception of the world clearly explains the material reality and the contradictions that exist in the intricacies of the social relations of production and the construction of human existence. The research results point to the existence in the carpentry course and in the other activities of the José Cornélio Training Project of the conceptions of work and professional training linked to the idea of work as the creation and production of human existence. In addition, the educational practices that reward the daily life of the PJFC contribute significantly to the integral formation of young people and their inclusion in the world of work, while highlighting elements that serve as obstacles to an emancipatory formation and that are consistent with the restricted conception of work as a synonym for employability. Thus, the production of the Educational Application José Cornélio was presented as a final product, a didactic tool that contains pedagogical strategies that intends to contribute to the process of integral human formation of the future carpenter (a) trained in the José Cornélio Formation Project.",por,Educação profissional;Ensino não-formal;Jovens em risco social;Formação humana Iitegral;Inclusão no mundo do trabalho.;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,geral,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/496,,Orientação profissional: atuação na formação humana integral de alunos da EPTNM,2020,"Ferreira, Samuel Anderson",0,"FERREIRA, Samuel Anderson. Orientação profissional: atuação na formação humana integral de alunos da EPTNM. 177 f. Dissertação. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","The research aimed to understand in what aspects a Professional Guidance Program can act in
the Integral Human Education of students of Technical Professional Education of Medium
Level. This is a qualitative research that was developed through action research with graduate
students of technical high school in which the professional guidance program focused on
integral human training of students of the EPTNM was a pplied, having been, for the end of
the research, the program structured in three stages: planning, implementation and evaluation
(TRIP P , 2005). For data collection, participant observation techniques, sem istructured
interviews and conversation wheel were used and, as instruments for data recording,
audiovisual recording, field diary and written productions of th e partici pants. The method for
interpreting the collected data was the Discursi ve Textual Analy sis (MORAES; GALIAZZI,
2006), in its three phases: unitarization; categorization; understanding or capture of the new
emerging. The research generated as results three ca tegories: the various meanings of
professional choice; the collective construction of crit ical sense; the process of building
autonomy, w hich demonstrated that a Professional Orientation Program can act in Integral
Human Formation in the aspects o f attribu tion of meaning to professional choice, in the
construction of critica l sense and in t he d evelopment of autonomy. The research resulted i n
the educational product: Professional Orientation Program: building Integral Human Training
at EPTNM, which aims to contribute to the work of psychologists working in the EPTNM and
favor the Integral Hum an Formation of students from federal institutes and other realities that
develop the EPTNM, assisting in the decision making critical, conscious and reflective.",por,Orientação Profissional;Educação Profissional Técnica de Nível Médio;Formação Humana Integral.;Psicologia Sócio histórica;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,inovacao_instituto_publico,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/497,,Programa de orientação profissional: construindo a formação humana integral na EPTNM,2020,"Ferreira, Samuel Anderson",0,"FERREIRA, Samuel Anderson; AZEVEDO, Rosa Oliveira Marins. Programa de orientação profissional: construindo a formação humana integral na EPTNM. 66 f. Produto educacional. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","Professional Guidance Program developed from research carried out in the Professional Master's Degree in Professional and Technological Education - ProfEPT, result of the dissertation entitled ""Professional Guidance: performance in integral human training of students of EPTNM"". It was applied to 30 students of Professional and Technical Education of Medium Level - EPTNM resident in the municipality of Eirunepé - AM and evaluated by 4 psychologists working on several campuses of the Federal Institute of Amazonas - IFAM. The program aims to contribute to the work of psychologists working in the EPTNM and favor the Integral Human Formation of students from federal institutes and other realities that develop the EPTNM, assisting in the decision-making critical, conscious and reflective. It presents the theoretical foundation of the program that is based on socio-historical psychology and Integral Human Formation, followed by the presentation of the program that is structured in eleven meetings with specific purposes in order to assist in the construction of students' autonomy. The program materializes from the need to build support material for the psychologist's work
with the specific public of the EPTNM and is expected to contribute to the construction of a theoretical-practical framework that favors the change of this reality.",por,Orientação Profissional;Psicologia Sócio-Histórica;Formação Humana Integral;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,inovacao_instituto_publico,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/501,,Criação do curso de extensão “conhecendo a indústria 4.0 sob o olhar da ciência”,2021,"Souza, Silvestre Sales de",0,"SOUZA, Silvestre Sales de. Criação do curso de extensão “conhecendo a indústria 4.0 sob o olhar da ciência”. 2020. 93 f. Dissertação. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","One of the phenomena that has been the subject of numerous technical, scientific and
technological studies at the national and international level is Industry 4.0. Its impacts have
been felt in all dimensions of associated human life, especially in education. Due to the
inseparable relationship between work and education, it is necessary to analyze the impacts of
this movement not only in the industrial area, but also in other areas of acitivy. The general
objective of the present study was to create an extension course that dealt with the main aspects
of Industry 4.0 from the point of view of science. Therefore, the scientific-technological method
was used in its two dimensions, the scientific and the technological, each consisting of four
phases. The scientific dimension was operationalized through bibliometric studies, whose data
were collected with the aid of a stantardizated questionnaire called “data mass” in scientific
articles, dissertations and theses available in the Google Scholar and Science Direct databases;
semantic and content analysis allowed to organize the data so that the sought answers could be
found and presented in syntethsize charts. The responses of the scientific dimension were
handled following the steps of the technological dimension, whose the first stage was the
development of a prototype of the course, whose component modules were: a) industrial
revolutions, b) that is industry 4.0, c) characteristics of industry 4.0, d) pros and cons of industry
4.0, and e) impacts of industry 4.0. The second stage consisted of testing the prototype with a
general public to assess handling, recommendation to the other users, reliability of the content,
understanding obtained, satisfaction with the course and assistance in understanding everyday
issues associated with industry 4.0. Adjustments were and made to those aspects considered
unsatisfactory by users, so that they could be in accordance with their recommendations made
in the previous testing tape. After the adjustments made by public were approved, the product
was considered finished. The results obtained showed that the extension course created fulfilled
the purpose of sharing knowledge about industry 4.0 with a scientific base with the external
community. The product is characterized by presenting a didactic and objective language
without detracting from the scientific view of the studied phenomenon. The benefit generated
by the extension course was to provide users with the scientifically based knowledge about
Industry 4.0 in a consistent way, wich allows them to understand their realities and act of them
proactively.",por,Revolução 4.0;Características da indústria 4.0;Impactos da indústria 4.0;Prós e contras da indústria 4.0;Revoluções tecnológicas;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,geral,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/502,,Conhecendo a indústria 4.0 sob o olhar da ciência,2021,"Souza, Silvestre Sales de",0,"SOUZA, Silvestre Sales de; NASCIMENTO-E-SILVA, Daniel. Conhecendo a indústria 4.0 sob o olhar da ciência. 2020. 33 f. Produto educacional. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","O presente produto é originado da dissertação “Criação de um curso de extensão: Conhecendo a Indústria 4.0 sob o olhar da ciência”. Entende-se que a chamada Quarta Revolução Industrial é um movimento recente, o qual tem ocasionado impactos não somente no ramo fabril, mas também em outros campos de atividade humana. Com vistas a proporcionar para a comunidade uma visão assertiva a respeito do significado, das características, dos pontos positivos e negativos e os impactos da Indústria 4.0 é que o curso de extensão aqui em destaque foi idealizado. Enfatizase que os conteúdos que compõem a estrutura são resultantes de pesquisas realizadas nas bases de dados recomendadas pela ciência. A validação do produto ocorreu junto a 20 trabalhadores de fábricas da Zona Franca de Manaus. O resultado obtido foi a criação do produto educacional exposto neste material, o qual foi concebido para demonstrar que os efeitos da Indústria 4.0 não estão restritos somente aos processos produtivos. Os impactos deste novo modelo mundial alcançam a todos de maneira inevitável, através da incorporação de novas tecnologias ao cotidiano da humanidade.",por,Revolução;Tecnologia;Inovação;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,geral,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/528,,A quarta revolução industrial - indústria 4.0: como os estudos acadêmicos estão tratando essa temática?,2021,"Guterres, Cláudio Victor Azevedo",0,"GUTERRES, Cláudio Victor Azevedo. A quarta revolução industrial - indústria 4.0: como os estudos acadêmicos estão tratando essa temática?. 2021. 52 f. Monografia. (Graduação em Engenharia Mecânica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2021.","The world is undergoing several changes and paradigms, the fourth
industrial revolution or industry 4.0, is a revolution which will bring about
changes in social, economic behavior and which will show new forms of market
and industries with greater interaction than previously seen. These interactions
come through functions of how this fourth industrial revolution is based on a
system such as: Internet of Things, Big data, smart factories and Cyber
security, cloud computing, 3D printing. This work seeks to present how the
academy is presenting these concepts of this new revolution. In addition, this
study will make it easier for readers to broaden their view to the importance in
which we are experiencing.",por,Engenharia mecânica;Indústria 4.0;Quarta revolução industrial;CNPQ::ENGENHARIAS::ENGENHARIA MECANICA,IFAM,geral,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/532,,Acessibilidade em ambiente escolar: análise da acessibilidade em um Instituto Federal de Educação,2021,"Feliciano, Jamille Araújo",0,"FELICIANO, Jamille Araújo de. Acessibilidade em ambiente escolar: análise da acessibilidade em um Instituto Federal de Educação. 2020. 137 f. Monografia. (Graduação em Engenharia Civil) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.","This research is an analysis of the physical conditions at Federal Institute of Education
(FIE), in order to verify whether the place has accessible routes that meet the Brazilian
Standard of ABNT, NBR 9050:2015, this is, it is sought through this study, to evaluate
whether the Institute has safe and passable structures for the movement of wheelchair
users. The research is exploratory and descriptive according to the objectives, whose
preliminary goals were: the understanding of what accessibility is and how it applies to
a school space; thus it was possible to establish the initial arguments, configuring the
work in a case study. The current study is a qualitative and quantitative nature, where
bibliographic research as guidelines for data collection and analysis, whose intention
is describing and analyzing the facts related to the initial questions. The Institute
accessibility was verified from the seven routes observation, mapped with
photographic survey and use the adapted protocol, these instruments allowed to
elaborate the total path tracing and verify the conformities found in each item of the
evaluation. The failures identified do not meet the recommended, whose results were
highlighted by the Standard and current Brazilian legislation, and it was found that none
of the routes studied have the accessibility level considered ideal according protocol.",por,Engenharia civil;Acessibilidade;Barreiras arquitetônicas;Inclusão social;CNPQ::ENGENHARIAS::ENGENHARIA CIVIL::CONSTRUCAO CIVIL::INSTALACOES PREDIAIS,IFAM,inovacao_instituto_publico,2026-09-02T19:45:49,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/645,,Sistema de detecção de objeto personalizado utilizando inteligência artificial,2021,"Marques, Lucas de Souza",0,"Marques, Lucas. Sistema de detecção de objeto personalizado utilizando inteligência artificial. 2020. 66 f. ( Graduação em Engenharia de Controle e Automação) - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas – Campus Manaus Distrito Industrial. Manaus, 2020.","This work aims to develop an automatic object verification system on a production 
line. Currently, there is a market for object detection that comprises values above R$ 
100 thousand reais for the implementation of the same project. The project is based 
on being developed on a completely Open Source platform. The proposal consists of 
creating a low-cost Python language system that solves the problems of 
instantaneous line stops and field problems related to the lack of the object and make 
it portable to any computer. Due to the fast time of the line some boxes go unnoticed 
in the eyes of the operator and with the implemented system it is expected that all 
boxes are controlled and detect all manuals and take their own actions autonomously 
without the need for human intervention following the concept of industry 4.0. The 
developed system had quick responses (about 40 milliseconds) for the evaluation of 
each image and is already implemented in the factory.",por,"Visão computacional;Internet das coisas;Indústria 4.0;CNPQ::ENGENHARIAS::ENGENHARIA ELETRICA::ELETRONICA INDUSTRIAL, SISTEMAS E CONTROLES ELETRONICOS::AUTOMACAO ELETRONICA DE PROCESSOS ELETRICOS E INDUSTRIAIS",IFAM,geral,2026-09-02T19:45:54,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/700,,As interfaces teórico-práticas entre a economia criativa e a educação profissional e tecnológica,2022,"Costa, Lucyane Maria Castro",0,"COSTA, Lucyane Maria Castro. As interfaces teórico-práticas entre a economia criativa e
a educação profissional e tecnológica. 2021. 229 f. Dissertação. (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2021.","This dissertation aimed to research the theoretical-practical links between Creative
Economy and Professional and Technological Education, that is, to make
connections between the productive and educational structures, strengthening them.
For this, the study sought new forms of professional performance beyond salaried
employment as the only representative form of work for students. Nowadays, both
formal education and the corporate world do not prepare the individual to be an
entrepreneur. Therefore, the meaning of work needs to be expanded to reach its
fullness and represent the resumption of the means of production, so that work
through entrepreneurial activity is seen as this opportunity; in addition to achieving
the independence, emancipation, and empowerment of individuals. Therefore, a
work-oriented education is the possibility of connecting with a real-world activity,
promoting the development of the student's abilities, as legitimate knowledge will be
extracted from this practice, not simulated. The methodology used was the
Discursive Textual Analysis with the aid of the bibliographic-conceptual method. A
vast number of theoretical inputs, from national and international literature, was
brought together to build a robust theoretical framework. The scientific dimension
was completed with field research. The results achieved with the empirical survey
contributed to the proposal of the educational product. Through them, exploratory
research was possible by gathering data collected using a semi-structured
questionnaire. The interfaces of understanding between the main themes of the
study: Entrepreneurship, Innovation, Creativity, Economy, Professional and
Technological Education and Integrated High School were being built. The results
pointed to the making of a business plan as the most effective content to be worked
with students, as it is also connected with the pedagogical principles of the integrated
curriculum, such as: the inseparability of theory and practice, interdisciplinarity, work
as an educational principle and integral human formation; it becomes another
possible career path for students. Thus, the educational product was planned as a
proposal to be used to stimulate and equip Integrated High School students to deal
with creative entrepreneurship. EPTCanvas for business: an economically creative ebook, it is instructional material to help transform ideas and ideals into a business
reality",por,Educação profissional e tecnológica;Economia criativa;Empreendedorismo;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,IFAM,geral,2026-09-02T19:45:54,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/792,,Sala inclusiva: uma proposta didática para professores de alunos surdos e ouvintes,2022,"Lavor, Patrícia Lucena de",0,"LAVOR, Patrícia Lucena de. Sala inclusiva: uma proposta didática para professores de alunos surdos e ouvintes. 2022. Dissertação (Mestrado Profissional em Ensino Tecnológico) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2022.","Research in the area of special education in the inclusive perspective, specifically, points out 
weaknesses in the teaching-learning process of deaf students inserted in inclusive (common) 
classrooms. The weaknesses that concern visuospatial communication, the Brazilian Sign 
Language-Libras, specific knowledge and pedagogical actions that involve deaf students are 
directly related to the teacher of this audience. In other words, it implies saying that accessibility 
needs to be expanded and understood from the subjects it is intended for. Thus, this study aims to 
reflect, in the context of the inclusive classroom, on the contributions of ergonomics and 
visuospatial communication in the teaching-learning dynamics of the deaf student, and on the 
importance of knowledge of these areas for teacher education. The investigation took place in two 
federal institutes, at the Federal Institute of Roraima - IFRR and at the Federal Institute of 
Amazonas - IFAM, with 19 participants, being: 08 teachers, 04 sign language translators and 
interpreters, 03 deaf students and 04 hearing students. The research is characterized as an 
intervention proposal with a public that communicates through the visual-spatial field, where the 
hands speak and the eyes hear and that requires, above all, from the teachers, adjustments that 
promote their inclusion. In this perspective, we seek to develop a qualitative investigation, based 
on the case study, taking as a reference the methodology proposed by Yin (2001), in dialogue 
Hernandéz Sampieri (2013) and Gil (2008). For the theoretical foundation, we used authors such 
as Quadros (2004), Gaudiot (2010), Fransolin (2016), among others, as well as we proposed to 
bring analyzes of the context of deaf education, research on educational practices, and also the 
Brazilian legislation regarding to deaf students, such as, for example, Decree nº 5.626/05 which 
provides for Libras. Likewise, we consulted articles, books, didactic material, dissertations and 
theses that dealt with the topic in question. And from this, we centered our study on the 
development of some operational guidelines that would help the teacher in the didactic practice, 
articulating it to visual aspects in the context of teaching, namely, visuospatial communication and 
ergonomics, in the proposition of a visual didactics. Ergonomic and accessibility issues are added 
to the didactic action of the teacher in the training process, whether initial or continuous. As a result, 
from the connection between professionals who work in the service line with deaf students, we 
found that the school still works with a traditional classroom organization, without considering the 
inclusive movement. In this sense, knowledge about ergonomics, the accessibility of visuospatial 
communication and visual didactics can contribute to a change in the way of conceiving the 
inclusive room. Thus, we understand that, in addition to contributing to the training process of 
teachers in inclusive classrooms, this research can also provide these teachers with an opportunity 
to reflect on their practice in the context of deaf education, which, therefore, will be reflected in the 
future school life of their students.",por,Sala inclusiva;Formação de professores;Alunos surdos;Comunicação visuoespacial;Ergonomia;Didática visual;CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM,IFAM,inovacao_instituto_publico,2026-09-02T19:45:56,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
IFAM,oai:localhost:4321/806,,Os aspectos da quarta revolução industrial sob a perspectiva da manutenção,2022,"Coelho, Bruno Barros",0,"COELHO, Bruno Barros. Os aspectos da quarta revolução industrial sob a perspectiva da
manutenção. 2019. 46 f. Monografia (Graduação em Engenharia Mecânica) - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2019.","The fourth industrial revolution has been called Industry 4.0. It is a revolution based on
the inclusion of technologies such as Cyber-Physical Systems, the Internet of Things
and the big data in the production processes, allowing greater autonomy in decision
making and greater transparency in the processes. Human-machine relations. This
paper aimed to bring a series of concepts related to Industry 4.0, as well as to verify
perspectives and synthesize information about maintenance systems in the new
industrial age as well as to identify all the requirements for the implementation of
maintenance systems in the new industrial age, job. Therefore, it is a bibliographical
work, which pretends to be another tool of knowledge about the chosen theme.",por,Engenharia mecânica;Revolução industrial;Indústria 4.0;CNPQ::ENGENHARIAS::ENGENHARIA MECANICA,IFAM,geral,2026-09-02T19:45:56,OAI-PMH https://repositorio.ifam.edu.br/oai/request set=
